"LearnAimRef","EffectiveFrom","EffectiveTo","Section96ApprovalStatus","Section96ApprovalStartDate","Section96ReviewDate","Section96ValidPre16","Section96Valid16to18","Section96Valid18plus","Created_On","Created_By","Modified_On","Modified_By"
"00301061","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","16 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301062","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","16 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301063","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","16 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301064","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","16 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301065","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","16 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301066","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","16 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301067","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","17 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301068","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","17 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301069","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","17 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301070","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","17 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301071","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","17 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301072","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","17 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301073","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301074","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301075","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301076","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301077","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301078","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301079","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301080","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301081","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301082","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301083","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301084","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301085","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301086","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301087","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301088","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301089","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301090","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301091","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301092","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301093","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","18 Jun 2015","VIJAYDEK","02 Jul 2019","SGUINIVAN"
"00301094","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301095","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301096","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301097","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301098","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301099","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"00301100","01 Aug 2014","01 Aug 2014","-2","01 Jan 1900","","0","0","0","19 Jun 2015","guinivas","02 Jul 2019","SGUINIVAN"
"10002352","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002364","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002376","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002388","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000239X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002406","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002418","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000242X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002431","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002443","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002455","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002467","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002479","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002480","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002492","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002509","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002510","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002522","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002534","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002546","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002558","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000256X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002571","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002583","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002716","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002728","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000273X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002741","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002753","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002765","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002777","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002789","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002790","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002807","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002819","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002820","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002832","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002844","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002856","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002868","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000287X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002881","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002893","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000290X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002911","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002923","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002935","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002947","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002959","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002960","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002972","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002984","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10002996","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003009","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003010","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003022","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003034","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003046","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003058","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000306X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003071","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003083","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000323X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003241","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003253","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003265","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003277","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003289","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003290","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003307","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003319","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10003320","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10005183","01 Aug 2013","","11","04 Sep 2003","03 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006321","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006333","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006345","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006357","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006369","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006370","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006382","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006394","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006400","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006461","01 Aug 2013","","11","01 Aug 2002","30 Apr 2013","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006515","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006564","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006576","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006631","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006692","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006746","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10006758","01 Aug 2014","","1","01 Aug 2002","31 Aug 2016","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10006801","01 Aug 2014","","1","01 Aug 2002","31 Aug 2016","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10006813","01 Aug 2014","","1","01 Aug 2002","31 Aug 2016","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10007477","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007489","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007507","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007519","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007532","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007544","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007593","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000760X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007611","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007623","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007635","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007647","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007659","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007660","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007672","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007684","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007696","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007702","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007982","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10007994","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008007","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008019","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008020","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008032","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008044","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008056","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008068","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000807X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008081","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008093","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000810X","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008111","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008123","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008147","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008159","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008160","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008184","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008196","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008202","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10008287","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10008299","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10008524","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10008536","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10008664","01 Aug 2013","","11","04 Sep 2003","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1000872X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10008834","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10009061","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"1000919X","01 Aug 2013","","11","01 Aug 2002","31 Aug 2011","1","1","1","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"10009711","01 Aug 2013","","11","01 Aug 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10009723","01 Aug 2013","","11","12 Feb 2003","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10009735","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10009747","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10009759","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10009760","01 Aug 2013","","11","01 Aug 2002","30 Sep 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"10010105","01 Aug 2013","","11","08 Jan 2002","31 Aug 2012","1","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"1001021X","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010221","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010233","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010245","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010257","01 Aug 2013","","1","01 Aug 2002","30 Nov 2017","1","1","0","03 Feb 2014","suttonf","07 Sep 2017","fisherk"
"10010269","01 Aug 2014","","1","01 Aug 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
"10010270","01 Aug 2014","","1","08 Jan 2002","30 Sep 2014","1","1","0","22 Oct 2014","bywatera","22 Oct 2014","bywatera"
